time,palm_position_x,palm_position_y,palm_position_z,palm_normal_x,palm_normal_y,palm_normal_z,palm_direction_x,palm_direction_y,palm_direction_z,hand_grab_angle,hand_grab_strength,hand_pinch_angle,hand_pinch_strength,thumb_extension,index_extension,middle_extension,ring_extension,pinky_extension,,time,palm_position_x,palm_position_y,palm_position_z,palm_normal_x,palm_normal_y,palm_normal_z,palm_direction_x,palm_direction_y,palm_direction_z,hand_grab_angle,hand_grab_strength,hand_pinch_angle,hand_pinch_strength,thumb_extension,index_extension,middle_extension,ring_extension,pinky_extension,
2.227118,-11.598057,186.578384,13.983695,-0.109241,-0.95454,-0.277343,-0.196575,0.294248,-0.935295,2.078917,0.013231,43.906315,0.921437,0,1,0,0,0,,1.099825,-10.683449,266.687164,46.165691,0.032953,-0.749881,-0.660752,-0.229319,0.637801,-0.735271,2.023828,0,22.737162,0.572185,0,1,1,0,0,
2.246304,-11.896561,185.518066,13.927069,-0.103628,-0.958315,-0.266259,-0.197539,0.282198,-0.938799,2.095855,0.006755,43.33749,0.896091,0,1,0,0,0,,1.113662,-10.814075,267.228119,45.983463,0.041871,-0.749962,-0.660154,-0.232017,0.635372,-0.736526,1.966515,0,24.711262,0.582666,0,1,1,0,0,
2.275484,-11.836452,184.112457,13.571882,-0.102637,-0.962651,-0.250535,-0.195523,0.266475,-0.943802,2.079103,0,43.253677,0.897099,0,1,0,0,0,,1.126511,-10.86031,267.738586,45.913898,0.04915,-0.747398,-0.662556,-0.233909,0.636296,-0.735128,1.932318,0,27.389017,0.592712,0,1,1,0,0,
2.318011,-11.366936,183.191772,13.211033,-0.107399,-0.965245,-0.238257,-0.188583,0.255071,-0.948354,2.02577,0,43.250679,0.915686,0,1,1,0,0,,1.182001,-10.736019,268.817413,45.694466,0.047855,-0.745479,-0.664809,-0.234327,0.638619,-0.732978,1.890077,0,30.972828,0.61167,0,1,1,0,0,
2.345175,-10.343273,182.823837,12.571308,-0.118842,-0.965247,-0.232755,-0.178255,0.251348,-0.951341,1.945382,0,43.960152,0.948953,0,1,1,0,0,,1.211756,-10.521023,269.673126,45.537189,0.039564,-0.742274,-0.668927,-0.231478,0.644432,-0.728784,1.863801,0,32.085133,0.626135,0,1,1,0,0,
2.375991,-9.018623,183.387482,11.852041,-0.128662,-0.964494,-0.230645,-0.165113,0.250166,-0.95402,1.88564,0,44.930672,0.954931,0,1,1,0,0,,1.229858,-10.18195,270.598297,45.440567,0.03082,-0.738109,-0.673977,-0.228575,0.651224,-0.723644,1.856314,0,32.659203,0.625257,0,1,1,0,0,
2.432758,-8.416206,184.783844,11.307528,-0.140871,-0.96113,-0.237453,-0.153863,0.258185,-0.953765,1.863057,0,46.49617,0.954447,0,1,1,0,0,,1.247016,-9.879436,271.459045,45.354824,0.022527,-0.733484,-0.679333,-0.225834,0.658209,-0.718164,1.859798,0,33.037403,0.631005,0,1,1,0,0,
2.444434,-8.054958,185.705521,10.655943,-0.146875,-0.958419,-0.244665,-0.146493,0.265696,-0.952862,1.87452,0,47.324322,0.938929,0,1,1,0,0,,1.265162,-9.637291,271.956055,45.329811,0.021483,-0.728594,-0.684609,-0.223648,0.663912,-0.713585,1.871157,0,33.154728,0.63085,0,1,1,0,0,
2.485317,-8.064728,186.266495,10.463736,-0.157332,-0.956092,-0.247254,-0.140791,0.26953,-0.952645,1.915117,0,48.088917,0.94062,0,1,1,0,0,,1.283588,-9.506737,272.263214,45.310028,0.021429,-0.724761,-0.688667,-0.221735,0.668225,-0.710147,1.887644,0,32.87077,0.641613,0,1,1,0,0,
2.506414,-8.613754,186.508499,10.810599,-0.153264,-0.957239,-0.245362,-0.142529,0.267113,-0.953067,1.998099,0,47.053234,0.921643,0,1,1,0,0,,1.300915,-9.355625,272.410065,45.327362,0.019644,-0.721574,-0.692059,-0.220471,0.672027,-0.706946,1.916358,0,32.567646,0.67368,0,1,1,0,0,
2.534018,-10.293903,186.280533,12.291359,-0.132857,-0.959723,-0.24755,-0.161489,0.267387,-0.949961,2.141004,0.029352,44.589943,0.883019,0,1,0,0,0,,1.317155,-9.227417,272.636597,45.349743,0.017203,-0.72111,-0.692607,-0.218725,0.673217,-0.706356,1.928566,0,32.439735,0.677151,0,1,1,0,0,
